sair,siir_baslik,siir_link,siir_metni,kayit_tarihi,etiketler
Neşet Ertaş,Anam Ağlar,/anam-aglar-siiri/,,,
Neşet Ertaş,Hata Benim,/hata-benim-siiri/,,,
Neşet Ertaş,Mühür Gözlüm,/muhur-gozlum-2-siiri/,,,
Neşet Ertaş,Hapisanelere Güneş Doğmuyor,/hapisanelere-gunes-dogmuyor-siiri/,,,
Neşet Ertaş,Karanfil Suyu Neyler?,/karanfil-suyu-neyler-siiri/,,,
Neşet Ertaş,Köprüden Geçti Gelin,/kopruden-gecti-gelin-siiri/,,,
Neşet Ertaş,Küstürdüm Gönülü,/kusturdum-gonulu-siiri/,,,
Neşet Ertaş,Ne Güzel Yaratmış,/ne-guzel-yaratmis-siiri/,,,
Neşet Ertaş,Doyulur mu?,/doyulur-mu-siiri/,,,
Neşet Ertaş,Yanarım Senin Aşkına,/yanarim-senin-askina-siiri/,,,
Neşet Ertaş,Çiçekdağı,/cicekdagi-siiri/,,,
Neşet Ertaş,Ah Yalan Dünya,/ah-yalan-dunya-8-siiri/,,,
Neşet Ertaş,Açma Zülüflerin Yellere Karşı,/acma-zuluflerin-yellere-karsi-siiri/,,,
Neşet Ertaş,Veda,/veda-883-siiri/,,,
Neşet Ertaş,Ahirim Sensin,/ahirim-sensin-2-siiri/,,,
Neşet Ertaş,Bir Güzel Kız Gördüm,/bir-guzel-kiz-gordum-siiri/,,,
Neşet Ertaş,Baharı Görmedim,/bahari-gormedim-siiri/,,,
Neşet Ertaş,Bağışla Sevdiğim Hakkı Seversen,/bagisla-sevdigim-hakki-seversen-siiri/,,,
Neşet Ertaş,Böyle Olur Mu,/boyle-olur-mu-3-siiri/,,,
Neşet Ertaş,Ağla Sazım Ağlanacak Zamandır,/agla-sazim-aglanacak-zamandir-siiri/,,,
Neşet Ertaş,Gönül Dağı Yağmur Yağmur,/gonul-dagi-yagmur-yagmur-siiri/,,,
Neşet Ertaş,Dünya (Yürü Durma Yürü),/dunya-yuru-durma-yuru-siiri/,,,
Neşet Ertaş,Kendim Ettim Kendim Buldum,/kendim-ettim-kendim-buldum-4-siiri/,,,
Neşet Ertaş,Aman Dünya Ne Dar İmiş,/aman-dunya-ne-dar-imis-2-siiri/,,,
Neşet Ertaş,Az Mı Çektim,/az-mi-cektim-2-siiri/,,,
Neşet Ertaş,Bıraktın Yalınız Gurbet Ellerde,/biraktin-yaliniz-gurbet-ellerde-siiri/,,,
Neşet Ertaş,Muharrem Ertaş Ve Neşet Ertaş,/muharrem-ertas-ve-neset-ertas-2-siiri/,,,
Neşet Ertaş,Yörü Bre Yalan Dünya,/yoru-bre-yalan-dunya-siiri/,,,
Neşet Ertaş,Zorumuş Meğer,/zorumus-meger-3-siiri/,,,
Neşet Ertaş,Şu Fani Dünyaya Geldim Gidiyom,/su-fani-dunyaya-geldim-gidiyom-siiri/,,,
Neşet Ertaş,Yandı Bağrım,/yandi-bagrim-3-siiri/,,,
Neşet Ertaş,Yardan Ayrı Düşeli,/yardan-ayri-duseli-siiri/,,,
Neşet Ertaş,Bahçada Gül Ağacı,/bahcada-gul-agaci-siiri/,,,
Neşet Ertaş,İzmir,/izmir-114-siiri/,,,
Neşet Ertaş,Aslanım Eller,/aslanim-eller-siiri/,,,
Neşet Ertaş,Ay Dost Deyince Yeri Göğü İnleten,/ay-dost-deyince-yeri-gogu-inleten-siiri/,,,
Neşet Ertaş,Ayva Turunç Narım Var,/ayva-turunc-narim-var-siiri/,,,
Neşet Ertaş,Anladım Evelden Böyledir Takdir,/anladim-evelden-boyledir-takdir-siiri/,,,
Neşet Ertaş,Aşk Ataşı Düştü Garip Gönlüme,/ask-atasi-dustu-garip-gonlume-siiri/,,,
Neşet Ertaş,Ak Elleri Sala Sala Gelen Yar,/ak-elleri-sala-sala-gelen-yar-siiri/,,,
Neşet Ertaş,Tatlı Dile Güler Yüze,/tatli-dile-guler-yuze-siiri/,,,
Neşet Ertaş,Garibin Dünyada Yüzü Gülemez,/garibin-dunyada-yuzu-gulemez-siiri/,,,
Neşet Ertaş,Gel Yanıma,/gel-yanima-19-siiri/,,,
Neşet Ertaş,Gine Haber Gelmiş Dostun Elinden,/gine-haber-gelmis-dostun-elinden-siiri/,,,
Neşet Ertaş,Giye Giye Eskitmişsin Alları,/giye-giye-eskitmissin-allari-siiri/,,,
Neşet Ertaş,Göç Eyleyip Dağlarda Yaylanmaz,/goc-eyleyip-daglarda-yaylanmaz-siiri/,,,
Neşet Ertaş,Gönlüm Ataşlara Yandı Gidiyor,/gonlum-ataslara-yandi-gidiyor-siiri/,,,
Neşet Ertaş,Gönül Yari Bulmayınca,/gonul-yari-bulmayinca-siiri/,,,
Neşet Ertaş,Gör Ki Felek Bize Neler Eyledi,/gor-ki-felek-bize-neler-eyledi-siiri/,,,
Neşet Ertaş,Gülüşün Gülden Güzel,/gulusun-gulden-guzel-2-siiri/,,,
Neşet Ertaş,Güzele Bakması Sevaptır,/guzele-bakmasi-sevaptir-siiri/,,,
Neşet Ertaş,Halil İbrahim'in Ağıdı,/halil-ibrahim-in-agidi-siiri/,,,
Neşet Ertaş,Halime Kız Çay Aşağı Gidiyor,/halime-kiz-cay-asagi-gidiyor-siiri/,,,
Neşet Ertaş,Hapishanelere Attım Postumu,/hapishanelere-attim-postumu-siiri/,,,
Neşet Ertaş,Halimenin Aşıkları,/halimenin-asiklari-siiri/,,,
Neşet Ertaş,İki Büyük Nimetim Var,/iki-buyuk-nimetim-var-siiri/,,,
Neşet Ertaş,İkilik Noktası Çıksın Aradan,/ikilik-noktasi-ciksin-aradan-siiri/,,,
Neşet Ertaş,İnsan (Gözleri Kör Değil),/insan-gozleri-kor-degil-siiri/,,,
Neşet Ertaş,Irızgım Çok Deyip Mala Güvenme,/irizgim-cok-deyip-mala-guvenme-siiri/,,,
Neşet Ertaş,Kahveyi Kavuranlar,/kahveyi-kavuranlar-siiri/,,,
Neşet Ertaş,Kale Kaleye Bakar (Sürmeli),/kale-kaleye-bakar-surmeli-siiri/,,,
Neşet Ertaş,Kalkın Semaha Dönelim,/kalkin-semaha-donelim-siiri/,,,
Neşet Ertaş,Kalktı Kısmet Bu Ellerden Gidelim,/kalkti-kismet-bu-ellerden-gidelim-siiri/,,,
Neşet Ertaş,Kar Mı Yağmış Yüce Dağlar Başına,/kar-mi-yagmis-yuce-daglar-basina-siiri/,,,
Neşet Ertaş,Kar Yağar Kar Üstüne,/kar-yagar-kar-ustune-2-siiri/,,,
Neşet Ertaş,Karga Olan Gül Kıymeti Bilemez,/karga-olan-gul-kiymeti-bilemez-siiri/,,,
Neşet Ertaş,Karlı Dağlar Geçit Vermez,/karli-daglar-gecit-vermez-siiri/,,,
Neşet Ertaş,Kaşların Karasına,/kaslarin-karasina-siiri/,,,
Neşet Ertaş,Kesik Çayır Biçilir Mi,/kesik-cayir-bicilir-mi-siiri/,,,
Neşet Ertaş,Kibar Kızın Saçları Sallanıyor,/kibar-kizin-saclari-sallaniyor-siiri/,,,
Neşet Ertaş,Kıbrıs Barış Harekatına,/kibris-baris-harekatina-siiri/,,,
Neşet Ertaş,Kına Mı Yaktın Eline (Emine),/kina-mi-yaktin-eline-emine-siiri/,,,
Neşet Ertaş,Kızılırmak Can İncitme,/kizilirmak-can-incitme-siiri/,,,
Neşet Ertaş,Kova Kova İndirdiler Yazıya,/kova-kova-indirdiler-yaziya-siiri/,,,
Neşet Ertaş,Kurusa Fidanım Güllerim Solsa,/kurusa-fidanim-gullerim-solsa-siiri/,,,
Neşet Ertaş,Mecnun Gibi Dolaşıyom Çöllerde,/mecnun-gibi-dolasiyom-collerde-siiri/,,,
Neşet Ertaş,Mevlana (Yok Değilsin),/mevlana-yok-degilsin-siiri/,,,
Neşet Ertaş,Başım Alıp Çıksam Bir Yüce Dağa,/basim-alip-ciksam-bir-yuce-daga-siiri/,,,
Neşet Ertaş,Ben Böyle Yaylaya,/ben-boyle-yaylaya-siiri/,,,
Neşet Ertaş,Ben Miyim Dünyada Bir Bahtı Kara,/ben-miyim-dunyada-bir-bahti-kara-siiri/,,,
Neşet Ertaş,Binbir Hayalınan Doğdum Anamdan,/binbir-hayalinan-dogdum-anamdan-siiri/,,,
Neşet Ertaş,Bir Anadan Bu Dünyaya Gelince,/bir-anadan-bu-dunyaya-gelince-siiri/,,,
Neşet Ertaş,Biter Kırşehir'in Gülleri Biter,/biter-kirsehir-in-gulleri-biter-siiri/,,,
Neşet Ertaş,Bütün Ahbaplar Ansın Adını,/butun-ahbaplar-ansin-adini-siiri/,,,
Neşet Ertaş,Ceylan (Sensin Bu Dağların Meralı),/ceylan-sensin-bu-daglarin-merali-siiri/,,,
Neşet Ertaş,Çiçekler İçinde Menevşe Baştır,/cicekler-icinde-menevse-bastir-2-siiri/,,,
Neşet Ertaş,Çoban Kavalını Dertli Çalıyo,/coban-kavalini-dertli-caliyo-siiri/,,,
Neşet Ertaş,Dağlar Başı Karlı Olur,/daglar-basi-karli-olur-siiri/,,,
Neşet Ertaş,Dağlar Dağladı Beni,/daglar-dagladi-beni-2-siiri/,,,
Neşet Ertaş,Deli Boran (Bozlak),/deli-boran-bozlak-siiri/,,,
Neşet Ertaş,Dinek Dağı,/dinek-dagi-3-siiri/,,,
Neşet Ertaş,Dinle Sana Bir Sözüm Var,/dinle-sana-bir-sozum-var-siiri/,,,
Neşet Ertaş,Dr.mehmet Ali Altın,/dr-mehmet-ali-altin-siiri/,,,
Neşet Ertaş,Mutlu Olsun,/mutlu-olsun-4-siiri/,,,
Neşet Ertaş,Nar Tanesi (Sevda Olmasaydı),/nar-tanesi-sevda-olmasaydi-siiri/,,,
Neşet Ertaş,Naz Eyleme (Gurban Olduğum),/naz-eyleme-gurban-oldugum-siiri/,,,
Neşet Ertaş,Ne Dersin (Gönül Arzediyor),/ne-dersin-gonul-arzediyor-siiri/,,,
Neşet Ertaş,Ne Olur Sevdiğim (Gel),/ne-olur-sevdigim-gel-siiri/,,,
Neşet Ertaş,Ne Söyleyeyim,/ne-soyleyeyim-4-siiri/,,,
Neşet Ertaş,Ne Yaşamış Ne Yaşar,/ne-yasamis-ne-yasar-siiri/,,,
Neşet Ertaş,Nedir Bu Başımda Bu Sevda Nedir,/nedir-bu-basimda-bu-sevda-nedir-siiri/,,,
Neşet Ertaş,Nerde Ne Arıyon,/nerde-ne-ariyon-siiri/,,,
Neşet Ertaş,Neyledin Dünya (Aydos),/neyledin-dunya-aydos-siiri/,,,
Neşet Ertaş,N'olur Gelin N'olur,/n-olur-gelin-n-olur-siiri/,,,
Neşet Ertaş,O Sen Misin O Sen Misin,/o-sen-misin-o-sen-misin-siiri/,,,
Neşet Ertaş,O Şirin Sözlerine,/o-sirin-sozlerine-siiri/,,,
Neşet Ertaş,Şad Olup Gülmedim Eller İçinde,/sad-olup-gulmedim-eller-icinde-siiri/,,,
Neşet Ertaş,Sanki Sam Yelisin Estin Bağıma,/sanki-sam-yelisin-estin-bagima-siiri/,,,
Neşet Ertaş,Seher Yeli Her Yellerin Başısın,/seher-yeli-her-yellerin-basisin-siiri/,,,
Neşet Ertaş,Şeker Dağı,/seker-dagi-siiri/,,,
Neşet Ertaş,Sevda Gitmiyor (Leyla Leyla),/sevda-gitmiyor-leyla-leyla-siiri/,,,
Neşet Ertaş,Sevdayı Çekip De Gönülü Bilen,/sevdayi-cekip-de-gonulu-bilen-siiri/,,,
Neşet Ertaş,Sevdiğim (Bir Nazar Eyledim),/sevdigim-bir-nazar-eyledim-siiri/,,,
Neşet Ertaş,Sevgi Mengisi,/sevgi-mengisi-siiri/,,,
Neşet Ertaş,Sevgidir Sevgi,/sevgidir-sevgi-9-siiri/,,,
Neşet Ertaş,Şirin Kırşehir,/sirin-kirsehir-2-siiri/,,,
Neşet Ertaş,Yare Gidem,/yare-gidem-2-siiri/,,,
Neşet Ertaş,Yine Bir Hal Oldu,/yine-bir-hal-oldu-siiri/,,,
Neşet Ertaş,Su Gelir Millendirir,/su-gelir-millendirir-siiri/,,,
Neşet Ertaş,Suda Balık Oynuyor,/suda-balik-oynuyor-siiri/,,,
Neşet Ertaş,Toklumenli Zeynep Gelinin Ağıdı,/toklumenli-zeynep-gelinin-agidi-2-siiri/,,,
Neşet Ertaş,Vay Vay Dünya,/vay-vay-dunya-siiri/,,,
Neşet Ertaş,Zamana Uymasını Bil,/zamana-uymasini-bil-siiri/,,,
Neşet Ertaş,Kurusa Fidanın Güllerin Solsa,/kurusa-fidanin-gullerin-solsa-siiri/,,,
Ömer Lütfi Mete,Gülce,/gulce-siiri/,,,
Ömer Lütfi Mete,Kaylule Suları,/kaylule-sulari-siiri/,,,
Ömer Lütfi Mete,Gülüm,/gulum-738-siiri/,,,
Ömer Lütfi Mete,Yiğidi Gül Ağlatır,/yigidi-gul-aglatir-siiri/,,,
Ömer Lütfi Mete,Veda Sahneleri,/veda-sahneleri-siiri/,,,
Ömer Lütfi Mete,Şehidin Destanı,/sehidin-destani-siiri/,,,
Adnan Yücel,Yeryüzü Aşkın Yüzü Oluncaya Dek,/yeryuzu-askin-yuzu-oluncaya-dek-4-siiri/,,,
Adnan Yücel,Ağlatan Mutluluk,/aglatan-mutluluk-siiri/,,,
Adnan Yücel,Suskunum Sana,/suskunum-sana-siiri/,,,
Adnan Yücel,Acının Rengi,/acinin-rengi-siiri/,,,
Adnan Yücel,Acıya Kurşun İşlemez,/aciya-kursun-islemez-siiri/,,,
Adnan Yücel,Dörtlerin Gecesi,/dortlerin-gecesi-siiri/,,,
Adnan Yücel,Yağmur Olsam,/yagmur-olsam-siiri/,,,
Adnan Yücel,Direnç Çiçeği,/direnc-cicegi-siiri/,,,
Adnan Yücel,Kutup Yıldızı,/kutup-yildizi-3-siiri/,,,
Adnan Yücel,İmge Dedim Adına,/imge-dedim-adina-siiri/,,,
Adnan Yücel,Hangi Günün Yüzyılı,/hangi-gunun-yuzyili-siiri/,,,
Adnan Yücel,Kuş Mitingi,/kus-mitingi-siiri/,,,
Adnan Yücel,Adı Kayıp,/adi-kayip-siiri/,,,
Adnan Yücel,Kırlara Bahar Yetmiyor,/kirlara-bahar-yetmiyor-siiri/,,,
Adnan Yücel,Sen Gideli,/sen-gideli-10-siiri/,,,
Adnan Yücel,Gözler Yangın Şimdi,/gozler-yangin-simdi-siiri/,,,
Adnan Yücel,Ay Işıgında,/ay-isiginda-siiri/,,,
Adnan Yücel,Bir Yeraltı Nehrini Beklerken,/bir-yeralti-nehrini-beklerken-siiri/,,,
Adnan Yücel,Bir Ses,/bir-ses-siiri/,,,
Adnan Yücel,Geriye Kalan,/geriye-kalan-2-siiri/,,,
Adnan Yücel,Rüzgarla Bir,/ruzgarla-bir-siiri/,,,
Adnan Yücel,Yürek Çağrısı,/yurek-cagrisi-2-siiri/,,,
Adnan Yücel,Ne Zaman,/ne-zaman-18-siiri/,,,
Adnan Yücel,Sen Yürürsün Rüzgar Yürür,/sen-yurursun-ruzgar-yurur-siiri/,,,
Adnan Yücel,Rüzgarsız Uyanamam,/ruzgarsiz-uyanamam-siiri/,,,
Adnan Yücel,Sen Ki Anlarsın,/sen-ki-anlarsin-siiri/,,,
Adnan Yücel,Kırılan Bir Zincir Sevincinde,/kirilan-bir-zincir-sevincinde-siiri/,,,
Adnan Yücel,Kırdın Kalbimi Cankörüğüm,/kirdin-kalbimi-cankorugum-siiri/,,,
Adnan Yücel,Tel Örgülere Takılmadan,/tel-orgulere-takilmadan-siiri/,,,
Adnan Yücel,Ölümüm Bahar Olsa,/olumum-bahar-olsa-siiri/,,,
Adnan Yücel,Zavallı Tutsak Yürek,/zavalli-tutsak-yurek-siiri/,,,
Adnan Yücel,Unutulmuş Bir Akşam Türküsü,/unutulmus-bir-aksam-turkusu-siiri/,,,
Adnan Yücel,İşte Bu Yüzden,/iste-bu-yuzden-14-siiri/,,,
Adnan Yücel,Ölüme Aşk Engeli-2,/olume-ask-engeli-2-siiri/,,,
Adnan Yücel,Deli Yabancı,/deli-yabanci-siiri/,,,
Mustafa İslamoğlu,Hümeyra,/humeyra-siiri/,,,
Mustafa İslamoğlu,Ağıt ve Raks,/agit-ve-raks-siiri/,,,
Mustafa İslamoğlu,Göçmen Kuşlar,/gocmen-kuslar-siiri/,,,
Mustafa İslamoğlu,Nerdesin?,/nerdesin-13-siiri/,,,
Mustafa İslamoğlu,Ya-sin,/ya-sin-siiri/,,,
Mustafa İslamoğlu,Ey İnsan,/ey-insan-siiri/,,,
Mustafa İslamoğlu,Bende Kalsın,/bende-kalsin-2-siiri/,,,
Mustafa İslamoğlu,Nuveyba,/nuveyba-siiri/,,,
Mustafa İslamoğlu,Takdim,/takdim-siiri/,,,
Mustafa İslamoğlu,Güneşteki Lekeler,/gunesteki-lekeler-siiri/,,,
Mustafa İslamoğlu,Sana Onları Adayacağım,/sana-onlari-adayacagim-siiri/,,,
Mustafa İslamoğlu,İntizar,/intizar-5-siiri/,,,
Mustafa İslamoğlu,Güneşimi Vurdular,/gunesimi-vurdular-siiri/,,,
Mustafa İslamoğlu,İFK,/ifk-siiri/,,,
Mustafa İslamoğlu,Muştu,/mustu-2-siiri/,,,
Mustafa İslamoğlu,Can Gazeli,/can-gazeli-siiri/,,,
Mustafa İslamoğlu,Binbir Gece Acıları,/binbir-gece-acilari-siiri/,,,
Mustafa İslamoğlu,Heyelan 1,/heyelan-1-2-siiri/,,,
Mustafa İslamoğlu,Sevda,/sevda-21-siiri/,,,
Mustafa İslamoğlu,Bir Kırık Ezgi,/bir-kirik-ezgi-siiri/,,,
Mustafa İslamoğlu,Bir Kını Toprağa Verdik Kılıç Şimdi Daha Keskin,/bir-kini-topraga-verdik-kilic-simdi-daha-keskin-siiri/,,,
Mustafa İslamoğlu,Haki Zamanlar,/haki-zamanlar-siiri/,,,
Mustafa İslamoğlu,Zeyl-c,/zeyl-c-siiri/,,,
Mustafa İslamoğlu,Çile ve Umut,/cile-ve-umut-siiri/,,,
Mustafa İslamoğlu,Şiir Pürşiir,/siir-pursiir-siiri/,,,
Mustafa İslamoğlu,Şafağa Beş Kala,/safaga-bes-kala-siiri/,,,
Mustafa İslamoğlu,Öfke ve Hakikat,/ofke-ve-hakikat-siiri/,,,
Mustafa İslamoğlu,Viran Gazel,/viran-gazel-siiri/,,,
Mustafa İslamoğlu,Heyelan 2,/heyelan-2-siiri/,,,
Mustafa İslamoğlu,Menfi,/menfi-siiri/,,,
Mustafa İslamoğlu,Anne,/anne-1374-siiri/,,,
Mustafa İslamoğlu,Bir Uzun Sevda,/bir-uzun-sevda-2-siiri/,,,
Mustafa İslamoğlu,Bir Vakt-i Tahatur,/bir-vakt-i-tahatur-siiri/,,,
Mustafa İslamoğlu,Dilli Şeytan,/dilli-seytan-siiri/,,,
Mustafa İslamoğlu,Disneyland,/disneyland-2-siiri/,,,
Mustafa İslamoğlu,Kana Kana,/kana-kana-16-siiri/,,,
Mustafa İslamoğlu,Katilime,/katilime-siiri/,,,
Mustafa İslamoğlu,Kimsin Sen,/kimsin-sen-119-siiri/,,,
Mustafa İslamoğlu,Kızgın Yürek Şiiri,/kizgin-yurek-siiri-siiri/,,,
Mustafa İslamoğlu,Meneb,/meneb-siiri/,,,
Mustafa İslamoğlu,Persona Non Grata,/persona-non-grata-5-siiri/,,,
Mustafa İslamoğlu,Rapor,/rapor-12-siiri/,,,
Mustafa İslamoğlu,Yabanıl Ölüm,/yabanil-olum-siiri/,,,
Mustafa İslamoğlu,Ölmeyi Öğrendim,/olmeyi-ogrendim-siiri/,,,
Octavio Paz,Tersine Çevrilebilir,/tersine-cevrilebilir-2-siiri/,,,
Octavio Paz,Kim Kimsiz Nerede,/kim-kimsiz-nerede-2-siiri/,,,
Octavio Paz,Arkadaşlık,/arkadaslik-9-siiri/,,,
Octavio Paz,Yaya,/yaya-2-siiri/,,,
Octavio Paz,Unutuş,/unutus-siiri/,,,
Octavio Paz,Görüntü,/goruntu-7-siiri/,,,
Octavio Paz,Kız,/kiz-8-siiri/,,,
Octavio Paz,Sevginin Ötesinde,/sevginin-otesinde-2-siiri/,,,
Octavio Paz,Özdeşlik,/ozdeslik-2-siiri/,,,
Octavio Paz,Güneş Taşı'ndan,/gunes-tasi-ndan-siiri/,,,
Octavio Paz,Mola,/mola-11-siiri/,,,
Octavio Paz,1 Ocak,/1-ocak-siiri/,,,
Octavio Paz,Gecesel Su,/gecesel-su-2-siiri/,,,
Octavio Paz,İki Gövde,/iki-govde-2-siiri/,,,
Octavio Paz,Nefes Alış,/nefes-alis-2-siiri/,,,
Octavio Paz,Dokunuş,/dokunus-3-siiri/,,,
Octavio Paz,"Alev, Konuşma",/alev-konusma-siiri/,,,
Octavio Paz,Aztek Kadını,/aztek-kadini-siiri/,,,
Octavio Paz,Gitmekle Kalmak Arasında,/gitmekle-kalmak-arasinda-siiri/,,,
Octavio Paz,Kanıtlar,/kanitlar-siiri/,,,
Octavio Paz,Ozanın Gömütüne Yazıt,/ozanin-gomutune-yazit-siiri/,,,
Octavio Paz,Şafak,/safak-10-siiri/,,,
Octavio Paz,Burada,/burada-5-siiri/,,,
Octavio Paz,Köy,/koy-2-siiri/,,,
Octavio Paz,Kesinlik,/kesinlik-2-siiri/,,,
Octavio Paz,Bahçedeki Dinleti,/bahcedeki-dinleti-siiri/,,,
Octavio Paz,Manzara,/manzara-14-siiri/,,,
Octavio Paz,Bir Gün Yiter Gider,/bir-gun-yiter-gider-siiri/,,,
Octavio Paz,Bir Şair,/bir-sair-16-siiri/,,,
Octavio Paz,Riprap,/riprap-siiri/,,,
Octavio Paz,Taşa Yazılmayacak Yazıt,/tasa-yazilmayacak-yazit-siiri/,,,
Octavio Paz,Maithuna,/maithuna-siiri/,,,
Octavio Paz,Herat Ta Mutluluk,/herat-ta-mutluluk-siiri/,,,
Octavio Paz,Gecenin Soğuk Dudakları,/gecenin-soguk-dudaklari-siiri/,,,
Akif Kurtuluş,Ay Gömülür,/ay-gomulur-siiri/,,,
Akif Kurtuluş,Kar Suyu Sızmakta,/kar-suyu-sizmakta-siiri/,,,
Akif Kurtuluş,Ukde ve Heves,/ukde-ve-heves-siiri/,,,
Akif Kurtuluş,Denizden Kalan İzlerle,/denizden-kalan-izlerle-siiri/,,,
Akif Kurtuluş,Aşk ve Katil,/ask-ve-katil-siiri/,,,
Akif Kurtuluş,İlkyardım Bilgisi,/ilkyardim-bilgisi-siiri/,,,
Akif Kurtuluş,Akik,/akik-siiri/,,,
Akif Kurtuluş,Yürek Alçı Tutmaz,/yurek-alci-tutmaz-siiri/,,,
Akif Kurtuluş,Alnımla İlgilenmeliyim,/alnimla-ilgilenmeliyim-siiri/,,,
Akif Kurtuluş,Ödünç Cesaretlerle,/odunc-cesaretlerle-siiri/,,,
Akif Kurtuluş,"Kalbimden, Kaçan Bir Korkuluktan",/kalbimden-kacan-bir-korkuluktan-siiri/,,,
Akif Kurtuluş,Çardaklardan Kaçırdığım,/cardaklardan-kacirdigim-siiri/,,,
Akif Kurtuluş,Otobüste Uyuyan Serçe,/otobuste-uyuyan-serce-siiri/,,,
Akif Kurtuluş,Acının Arka Yüzündeyim,/acinin-arka-yuzundeyim-siiri/,,,
Akif Kurtuluş,Yemin Ederim,/yemin-ederim-2-siiri/,,,
Akif Kurtuluş,Kalbi Kanamalı Tek Ben miyim,/kalbi-kanamali-tek-ben-miyim-siiri/,,,
Akif Kurtuluş,Kirpikle Koynuna,/kirpikle-koynuna-siiri/,,,
Akif Kurtuluş,Güzelleşen Boynumdan,/guzellesen-boynumdan-siiri/,,,
Akif Kurtuluş,Serçe Baladı,/serce-baladi-siiri/,,,
Akif Kurtuluş,Yüreğinin Vuruşuyla,/yureginin-vurusuyla-siiri/,,,
Akif Kurtuluş,İkindiler Kaçırır,/ikindiler-kacirir-siiri/,,,
Akif Kurtuluş,Gönül Şakası,/gonul-sakasi-siiri/,,,
Akif Kurtuluş,Gök Siner,/gok-siner-siiri/,,,
Akif Kurtuluş,Kaçardık Göçerdik,/kacardik-gocerdik-siiri/,,,
Akif Kurtuluş,Anlar,/anlar-5-siiri/,,,
Akif Kurtuluş,Piyano Soloları I,/piyano-sololari-i-siiri/,,,
Akif Kurtuluş,Son Söylev,/son-soylev-siiri/,,,
Akif Kurtuluş,Rüya ve Elçi,/ruya-ve-elci-siiri/,,,
Akif Kurtuluş,Papatyalar Yorulur,/papatyalar-yorulur-siiri/,,,
Akif Kurtuluş,Ürkek Bir Anı Oldum,/urkek-bir-ani-oldum-siiri/,,,
Akif Kurtuluş,Gül ve Pençe,/gul-ve-pence-siiri/,,,
Akif Kurtuluş,Devlet Kaç Tazı Tut,/devlet-kac-tazi-tut-siiri/,,,
Akif Kurtuluş,Kan Kokusu Saçlarımda,/kan-kokusu-saclarimda-siiri/,,,
Akif Kurtuluş,Uzaklaşıyoruz Kentlerden,/uzaklasiyoruz-kentlerden-siiri/,,,
Akif Kurtuluş,Saçıma Dokunma,/sacima-dokunma-2-siiri/,,,
Akif Kurtuluş,Piyano Soloları II,/piyano-sololari-ii-siiri/,,,
Akif Kurtuluş,Piyano Soloları III,/piyano-sololari-iii-siiri/,,,
Akif Kurtuluş,Piyano Soloları IV,/piyano-sololari-iv-siiri/,,,
Akif Kurtuluş,Piyano Soloları V,/piyano-sololari-v-siiri/,,,
Akif Kurtuluş,Oyun Varmış Her Aşkta,/oyun-varmis-her-askta-siiri/,,,
Uğur Arslan,Kavuşursak Biteriz Biz,/kavusursak-biteriz-biz-siiri/,,,
Uğur Arslan,Adı Mehmet,/adi-mehmet-siiri/,,,
Uğur Arslan,Er Mektubu,/er-mektubu-10-siiri/,,,
Uğur Arslan,Seni Yağmurdan Sonra Seveceğim,/seni-yagmurdan-sonra-sevecegim-siiri/,,,
Uğur Arslan,Sen Ve Ben,/sen-ve-ben-9-siiri/,,,
Uğur Arslan,Gözlerin,/gozlerin-15-siiri/,,,
Uğur Arslan,Aziz Yarim,/aziz-yarim-siiri/,,,
Uğur Arslan,Günahsız Aşk,/gunahsiz-ask-siiri/,,,
Uğur Arslan,Deniz Feneri,/deniz-feneri-3-siiri/,,,
Uğur Arslan,Bir Çiçek Aldım,/bir-cicek-aldim-siiri/,,,
Uğur Arslan,Uyuyan Güzel,/uyuyan-guzel-siiri/,,,
Uğur Arslan,Beni Tanırsın Sen,/beni-tanirsin-sen-siiri/,,,
Uğur Arslan,Urfalı,/urfali-siiri/,,,
Uğur Arslan,Satılık Aşk,/satilik-ask-2-siiri/,,,
Uğur Arslan,Beni Sana Yönlendir,/beni-sana-yonlendir-siiri/,,,
Uğur Arslan,Korkuyla Umut Arası,/korkuyla-umut-arasi-siiri/,,,
Uğur Arslan,Bazen,/bazen-23-siiri/,,,
Uğur Arslan,Namın Yürüsün,/namin-yurusun-siiri/,,,
Uğur Arslan,Gölgeli Adam,/golgeli-adam-siiri/,,,
Uğur Arslan,Yollar,/yollar-8-siiri/,,,
Uğur Arslan,Yedi Zılgıt,/yedi-zilgit-siiri/,,,
Uğur Arslan,Sultaniyegah Sirto,/sultaniyegah-sirto-siiri/,,,
Uğur Arslan,Seni Sevmek Diye Buna Derim Ben,/seni-sevmek-diye-buna-derim-ben-siiri/,,,
Ziya Paşa,Deneme,/deneme-11-siiri/,,,
Ziya Paşa,Terci-i Bend IX,/terci-i-bend-ix-siiri/,,,
Ziya Paşa,İsimsiz,/isimsiz-7-siiri/,,,
Ziya Paşa,Terkib-i Bend -X-,/terkib-i-bend-x-2-siiri/,,,
Ziya Paşa,Gazel I,/gazel-i-3-siiri/,,,
Ziya Paşa,Terkib-i Bend -VIII-,/terkib-i-bend-viii-2-siiri/,,,
Ziya Paşa,Terkib-i Bend -IV-,/terkib-i-bend-iv-2-siiri/,,,
Ziya Paşa,Türkü,/turku-103-siiri/,,,
